object,result_dir,record_index,selection_group,score_total_v4,human_label,notes
shuilongtou,results\v4-integration-smoke\shuilongtou,14,top_candidate,0.3169010358211447,,
shuilongtou,results\v4-integration-smoke\shuilongtou,775,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,776,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,777,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,778,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,779,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,780,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,781,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,782,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,783,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,784,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,785,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,786,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,787,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,788,bottom_candidate,0.0,,
shuilongtou,results\v4-integration-smoke\shuilongtou,789,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,0,top_candidate,0.4610498396031402,,
cat,results\v4-integration-smoke\cat,1,top_candidate,0.4587478692108693,,
cat,results\v4-integration-smoke\cat,2,top_candidate,0.44977152949311056,,
cat,results\v4-integration-smoke\cat,3,top_candidate,0.43359958033047385,,
cat,results\v4-integration-smoke\cat,4,top_candidate,0.4130841689286997,,
cat,results\v4-integration-smoke\cat,5,top_candidate,0.4124360758562513,,
cat,results\v4-integration-smoke\cat,6,top_candidate,0.40682310072504113,,
cat,results\v4-integration-smoke\cat,7,top_candidate,0.40523716714007996,,
cat,results\v4-integration-smoke\cat,8,top_candidate,0.40221195937345416,,
cat,results\v4-integration-smoke\cat,9,top_candidate,0.40186953018794097,,
cat,results\v4-integration-smoke\cat,10,top_candidate,0.40120010668656475,,
cat,results\v4-integration-smoke\cat,11,top_candidate,0.3982577463987092,,
cat,results\v4-integration-smoke\cat,12,top_candidate,0.398054022994672,,
cat,results\v4-integration-smoke\cat,13,top_candidate,0.39671293303066174,,
cat,results\v4-integration-smoke\cat,14,top_candidate,0.3892977211319844,,
cat,results\v4-integration-smoke\cat,617,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,618,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,619,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,620,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,621,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,622,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,623,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,624,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,625,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,626,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,627,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,628,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,629,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,630,bottom_candidate,0.0,,
cat,results\v4-integration-smoke\cat,631,bottom_candidate,0.0,,
